field,query,time
planets,24,0.005001068115234375
people,83,0.006003141403198242
people,70,0.003997087478637695
species,2,0.005001068115234375
planets,38,0.006011962890625
people,15,0.0049877166748046875
people,52,0.004999637603759766
people,24,0.006001472473144531
planets,5,0.0039958953857421875
people,74,0.005021810531616211
people,50,0.005979061126708984
planets,45,0.005000591278076172
planets,26,0.003999233245849609
planets,49,0.9817636013031006
people,8,1.0161290168762207
people,4,0.0070037841796875
planets,28,0.004989147186279297
people,1,0.003004789352416992
people,45,0.005006313323974609
people,76,0.004996776580810547
planets,32,0.003900289535522461
planets,5,0.003995418548583984
planets,30,0.004892587661743164
people,60,0.004000186920166016
people,18,0.003999948501586914
people,27,0.9785397052764893
people,78,0.003997087478637695
people,35,0.005007028579711914
species,2,0.004990100860595703
planets,20,0.0036101341247558594
people,52,0.003985404968261719
people,27,0.004991769790649414
people,12,0.003998994827270508
planets,46,0.004000186920166016
people,55,0.005003929138183594
people,8,0.0040111541748046875
people,3,0.003984928131103516
planets,27,0.004076242446899414
planets,5,0.0059278011322021484
people,60,0.003996849060058594
people,61,0.0030031204223632812
people,79,0.004002809524536133
planets,11,0.004584550857543945
people,13,0.0029985904693603516
planets,16,0.003598451614379883
planets,58,0.005438089370727539
people,47,0.003920316696166992
planets,54,0.002996683120727539
people,58,0.003000497817993164
people,69,0.004997730255126953
people,34,0.003976106643676758
planets,20,0.004001140594482422
planets,23,0.9770042896270752
people,47,0.004000425338745117
people,19,0.004024028778076172
people,8,0.004995822906494141
people,52,0.004299163818359375
people,45,0.003994464874267578
species,4,0.003968238830566406
people,21,0.005002498626708984
species,4,0.004117727279663086
planets,21,0.003017425537109375
people,50,0.00400233268737793
planets,29,0.004129886627197266
planets,15,0.0029997825622558594
people,13,0.0039980411529541016
planets,9,0.005004405975341797
people,55,0.0039904117584228516
people,47,0.0039997100830078125
people,31,0.004003763198852539
people,22,0.005011320114135742
people,20,0.003987312316894531
planets,1,0.00400233268737793
people,1,0.004006624221801758
people,2,0.004994630813598633
people,51,1.0330173969268799
planets,57,0.01000833511352539
planets,22,0.007996320724487305
planets,35,0.004984855651855469
planets,34,0.0050029754638671875
people,83,0.0039501190185546875
planets,19,0.0029091835021972656
planets,22,0.0040149688720703125
planets,12,0.005076169967651367
planets,53,0.00400090217590332
planets,53,0.003011465072631836
people,68,0.003992795944213867
people,12,0.003671884536743164
planets,51,0.9830977916717529
people,38,0.0030028820037841797
planets,15,0.005021333694458008
planets,22,0.004498958587646484
planets,2,0.0033752918243408203
people,74,0.003945350646972656
people,81,1.0063238143920898
planets,35,0.005990505218505859
planets,10,0.0049915313720703125
people,37,0.004997968673706055
planets,26,0.003999233245849609
planets,54,0.003998994827270508
people,80,0.0060045719146728516
people,83,0.003991603851318359
people,53,0.0029888153076171875
planets,55,0.005007266998291016
planets,18,0.004991054534912109
people,26,0.0033299922943115234
people,43,0.004013776779174805
planets,12,0.005004167556762695
people,63,0.003993988037109375
planets,48,0.00400233268737793
planets,15,0.004002094268798828
people,60,0.003999233245849609
people,62,0.00395965576171875
planets,17,0.003998279571533203
planets,5,0.005006074905395508
planets,15,0.004997730255126953
species,3,0.0040018558502197266
people,49,0.003996849060058594
planets,14,1.0033888816833496
planets,44,0.004008769989013672
people,49,0.003999233245849609
planets,4,0.004000425338745117
people,81,0.005025148391723633
people,64,0.004969120025634766
people,46,0.004006624221801758
people,68,0.004996299743652344
people,13,0.003999233245849609
planets,2,0.003995656967163086
people,42,0.0029931068420410156
people,45,0.005007028579711914
planets,11,0.004995584487915039
people,66,0.004004240036010742
planets,51,0.0039937496185302734
planets,38,0.0050048828125
people,34,0.004987239837646484
planets,15,0.00400090217590332
people,13,0.00500035285949707
planets,46,0.0040090084075927734
people,34,0.003989219665527344
people,75,0.004002094268798828
planets,21,0.005997657775878906
species,3,0.005015134811401367
people,9,0.003998756408691406
people,37,0.004012107849121094
people,58,0.0059871673583984375
people,6,0.003995180130004883
planets,52,0.004003763198852539
people,23,0.005001544952392578
people,55,0.0039899349212646484
planets,49,0.0040018558502197266
people,11,0.005005836486816406
planets,13,0.005995750427246094
planets,47,0.0030317306518554688
planets,36,0.0030171871185302734
planets,7,0.0050029754638671875
planets,58,0.003996372222900391
planets,41,0.004017353057861328
people,48,0.004002094268798828
planets,16,0.0040035247802734375
planets,41,0.00299835205078125
people,70,0.0029997825622558594
planets,55,0.0030035972595214844
planets,29,0.004998207092285156
people,67,0.0030019283294677734
people,75,0.0029959678649902344
species,1,0.002999544143676758
planets,54,0.0030031204223632812
people,33,0.003998279571533203
planets,42,0.0019965171813964844
planets,52,0.003002166748046875
planets,14,0.0030121803283691406
people,24,0.004987955093383789
people,64,0.003996849060058594
planets,41,0.0030040740966796875
planets,4,0.003000497817993164
people,12,0.005010843276977539
people,34,0.0039975643157958984
planets,50,1.020573377609253
people,23,0.005003452301025391
people,81,0.0059969425201416016
planets,39,0.003998756408691406
species,2,0.0030007362365722656
planets,40,0.005002260208129883
planets,43,0.004016876220703125
people,27,0.002984285354614258
planets,21,0.004004001617431641
planets,38,0.00500035285949707
planets,48,0.003992795944213867
people,24,0.003023862838745117
planets,32,0.002996206283569336
species,3,0.004977226257324219
people,39,0.002992868423461914
species,1,0.004001617431640625
planets,13,0.004002809524536133
people,32,0.006014108657836914
people,19,0.003984212875366211
people,43,0.004001617431640625
people,42,0.0049974918365478516
people,13,0.003994464874267578
people,56,0.003489971160888672
people,23,0.0030050277709960938
planets,54,0.006000041961669922
species,1,0.005002498626708984
people,78,0.0029888153076171875
people,70,0.003999948501586914
planets,36,0.005995273590087891
people,33,0.003003358840942383
people,41,0.0039904117584228516
people,39,0.005025386810302734
planets,33,0.003973960876464844
people,50,0.002995729446411133
people,21,0.0040013790130615234
planets,48,0.005001068115234375
people,37,0.003992557525634766
species,2,0.004004955291748047
people,62,0.004002571105957031
planets,43,0.004708051681518555
planets,55,0.0030002593994140625
people,51,0.0030052661895751953
planets,57,0.005035400390625
planets,54,0.0049686431884765625
people,3,0.00399327278137207
people,62,0.004004001617431641
planets,2,0.00499415397644043
people,65,0.0038862228393554688
people,21,0.003525972366333008
planets,14,0.004004240036010742
people,65,0.006000995635986328
people,82,0.003996610641479492
planets,58,0.003996372222900391
people,9,0.006005287170410156
people,73,0.00499725341796875
people,50,0.00400090217590332
people,69,0.0050048828125
planets,29,0.003990650177001953
people,7,0.0029926300048828125
people,62,0.002996683120727539
people,81,0.005001068115234375
species,1,0.004004001617431641
people,28,0.9826798439025879
people,13,0.003999948501586914
planets,49,0.005001068115234375
people,27,0.003905057907104492
people,57,0.0030896663665771484
planets,57,0.0030059814453125
species,3,0.004991292953491211
planets,40,0.004000425338745117
people,57,0.0036623477935791016
people,7,0.0049746036529541016
people,54,0.004995822906494141
people,80,0.003000020980834961
planets,19,0.003002166748046875
people,43,0.0060007572174072266
people,72,0.003997802734375
people,77,0.0029990673065185547
planets,14,0.0050013065338134766
people,41,0.005767107009887695
people,25,0.003979682922363281
people,25,0.0030040740966796875
planets,7,0.005006551742553711
people,40,0.003992319107055664
people,44,0.0029993057250976562
people,16,0.002999544143676758
planets,5,0.004001140594482422
people,3,0.004003763198852539
planets,19,0.005995750427246094
people,51,0.004998445510864258
planets,20,0.005025386810302734
people,29,1.0311806201934814
planets,59,1.0006492137908936
people,81,0.008997678756713867
people,75,0.004985332489013672
planets,44,0.003988504409790039
people,80,0.003999471664428711
planets,52,0.004003047943115234
planets,17,0.00500178337097168
planets,32,0.003002166748046875
planets,56,0.0029985904693603516
people,46,0.00400543212890625
people,67,0.003988742828369141
people,4,0.00394749641418457
people,16,0.0029969215393066406
people,33,0.004996776580810547
people,76,0.003993511199951172
people,7,0.0029914379119873047
people,33,0.005003213882446289
people,49,0.005005359649658203
people,6,0.0030775070190429688
people,15,0.0030012130737304688
planets,59,0.005003690719604492
people,73,0.0039904117584228516
people,27,0.003002166748046875
planets,25,0.003996849060058594
people,18,0.006010293960571289
planets,54,0.003988742828369141
planets,12,0.002999544143676758
people,29,0.005003452301025391
people,18,0.0050067901611328125
people,11,0.002997159957885742
planets,28,0.0029973983764648438
people,35,0.005006074905395508
people,67,0.004998922348022461
people,62,0.0039920806884765625
planets,58,0.0040013790130615234
planets,27,0.005033254623413086
planets,40,0.003996610641479492
people,62,0.003999948501586914
planets,50,0.0040035247802734375
people,73,0.004993438720703125
planets,28,0.003996372222900391
people,18,0.0039975643157958984
people,74,0.0039975643157958984
planets,34,0.0039937496185302734
people,59,0.0035712718963623047
people,27,0.00299835205078125
people,35,0.005007028579711914
people,26,0.004002809524536133
people,38,0.003997802734375
people,34,0.004000425338745117
planets,34,0.004998445510864258
planets,13,0.0039691925048828125
people,24,0.003001689910888672
people,71,0.9688625335693359
people,42,0.004003047943115234
people,24,0.0049991607666015625
people,81,0.004480123519897461
people,39,0.004006862640380859
planets,25,0.005646944046020508
species,3,0.004999876022338867
people,30,0.004001617431640625
planets,53,0.003999233245849609
people,39,0.00500798225402832
planets,20,0.00399017333984375
planets,32,0.004004001617431641
people,14,0.00503230094909668
people,58,0.004961967468261719
planets,52,0.0040013790130615234
people,2,0.004003047943115234
planets,55,0.004350185394287109
planets,10,0.003999471664428711
planets,56,0.0040018558502197266
people,57,0.004015922546386719
people,71,0.005597591400146484
people,56,0.003936767578125
people,25,0.004000186920166016
planets,20,0.0040094852447509766
people,58,0.005001544952392578
planets,29,0.003996849060058594
people,5,0.004000425338745117
planets,57,0.005012035369873047
planets,58,0.004990816116333008
people,11,0.003315448760986328
people,69,0.0030014514923095703
people,49,0.005002021789550781
people,82,0.003992795944213867
people,40,0.0039997100830078125
people,74,0.003999948501586914
people,78,0.00391387939453125
species,3,0.003993988037109375
planets,9,0.00399470329284668
people,51,0.004016876220703125
people,72,0.004980564117431641
planets,27,0.0039980411529541016
people,24,0.004005908966064453
people,24,0.003996372222900391
planets,26,0.0039920806884765625
people,18,0.004062652587890625
planets,26,0.005011081695556641
people,47,0.0059909820556640625
people,2,0.003998517990112305
people,61,0.004002094268798828
people,56,0.0039899349212646484
people,64,0.004001617431640625
people,28,0.003995180130004883
planets,9,0.0050013065338134766
planets,22,0.005003452301025391
people,64,0.004995584487915039
people,24,0.004000186920166016
people,14,0.00400233268737793
people,65,0.0030014514923095703
people,63,0.005002021789550781
people,3,0.004995822906494141
planets,44,0.004001140594482422
people,55,0.0050067901611328125
people,43,0.004993438720703125
planets,14,0.0040013790130615234
planets,56,0.0059967041015625
planets,59,0.004002094268798828
planets,25,0.00400543212890625
people,2,0.004001140594482422
planets,33,0.005005836486816406
planets,26,0.003996133804321289
people,41,0.005033969879150391
people,46,0.004975318908691406
people,56,0.0029997825622558594
planets,20,0.003998756408691406
planets,37,0.005037546157836914
planets,41,0.0030050277709960938
planets,5,0.0029926300048828125
planets,15,0.0039980411529541016
planets,47,0.005005359649658203
planets,56,0.0029942989349365234
people,72,0.004004478454589844
people,3,0.0039980411529541016
people,26,0.003998517990112305
planets,9,0.0040013790130615234
people,59,0.0029964447021484375
people,42,0.003000974655151367
people,16,0.005012035369873047
planets,13,0.003988981246948242
people,47,0.0029938220977783203
planets,18,0.003000497817993164
people,34,0.003999948501586914
people,21,0.004004478454589844
people,58,0.003003835678100586
people,59,0.003999233245849609
people,74,0.005193948745727539
people,69,0.0038034915924072266
planets,6,0.00299835205078125
planets,34,0.0040018558502197266
people,81,0.005013465881347656
planets,42,0.003985404968261719
people,10,0.004000425338745117
planets,59,0.0030012130737304688
people,36,1.0368554592132568
people,46,0.009986162185668945
planets,8,0.006958961486816406
planets,14,0.004972219467163086
people,37,0.003994464874267578
planets,49,0.00500178337097168
people,16,0.0039958953857421875
people,57,0.0030019283294677734
planets,57,0.004006624221801758
people,2,0.006002902984619141
people,33,0.003993511199951172
people,81,0.003998756408691406
planets,10,0.005005836486816406
planets,44,0.0049936771392822266
planets,15,0.004000663757324219
people,53,0.004000186920166016
people,47,0.006002664566040039
planets,2,0.005000591278076172
people,41,0.003997325897216797
species,2,0.005009174346923828
people,61,0.003991842269897461
planets,42,0.002823352813720703
planets,56,0.0029964447021484375
people,56,0.004991769790649414
people,36,0.0040090084075927734
people,64,0.0029976367950439453
people,44,0.003999948501586914
people,53,0.00499725341796875
people,72,0.002976655960083008
people,43,0.002999544143676758
people,80,0.004010200500488281
people,38,0.0039958953857421875
planets,8,0.0040056705474853516
people,62,0.0039980411529541016
planets,9,0.005012035369873047
people,20,0.003998756408691406
people,34,0.004002571105957031
people,47,0.004004240036010742
planets,58,0.004008769989013672
planets,34,0.003991365432739258
people,59,0.003999233245849609
people,53,0.005010843276977539
planets,5,0.004988431930541992
planets,3,0.0029973983764648438
species,4,0.002996206283569336
people,80,0.005002260208129883
planets,15,0.004997968673706055
planets,9,0.003995418548583984
planets,59,0.004002094268798828
people,30,0.0049936771392822266
people,21,0.00399470329284668
people,21,0.0040013790130615234
people,48,0.005009174346923828
people,75,0.004992008209228516
people,67,0.003996849060058594
people,9,0.00400233268737793
people,28,0.005001544952392578
people,18,0.003998994827270508
people,4,0.0029964447021484375
planets,13,0.003002166748046875
people,63,0.004995584487915039
planets,1,0.003986835479736328
people,45,0.00400090217590332
people,30,0.004000186920166016
people,38,0.0040013790130615234
planets,23,0.0029866695404052734
planets,13,0.004003763198852539
planets,4,0.005005598068237305
people,35,0.004994630813598633
people,51,0.005998134613037109
people,15,0.005007743835449219
people,39,0.004995584487915039
people,35,0.003996610641479492
planets,58,0.004000186920166016
people,47,0.010075807571411133
people,33,0.0046901702880859375
planets,34,0.0034368038177490234
planets,18,0.003523111343383789
planets,47,0.004998445510864258
people,6,0.0040056705474853516
people,42,0.003000497817993164
people,29,0.006026268005371094
planets,54,0.004967451095581055
people,64,0.00400543212890625
people,10,0.004003763198852539
planets,39,0.004991769790649414
species,1,0.0040013790130615234
planets,32,0.0029926300048828125
people,4,0.004002571105957031
planets,25,0.004998683929443359
planets,43,0.00299835205078125
people,27,0.0030024051666259766
people,18,0.0030019283294677734
people,39,0.0050046443939208984
planets,24,0.003988742828369141
people,10,0.003000020980834961
people,41,0.003002166748046875
people,40,0.0040132999420166016
people,20,0.00402069091796875
planets,17,0.0029702186584472656
people,20,0.0019943714141845703
people,28,0.0029985904693603516
people,5,0.004004240036010742
people,42,0.002996683120727539
planets,25,0.001997709274291992
planets,11,0.0030057430267333984
people,63,0.004023313522338867
people,71,0.003977775573730469
planets,3,0.002989530563354492
planets,49,0.003006458282470703
planets,47,0.004003047943115234
planets,41,0.004991769790649414
planets,14,0.0030012130737304688
planets,23,0.00299835205078125
planets,53,0.0030045509338378906
people,13,0.0039997100830078125
planets,9,0.0030045509338378906
planets,15,0.0030024051666259766
planets,45,0.00299072265625
planets,31,0.004005908966064453
planets,50,0.004003286361694336
planets,15,0.0029926300048828125
planets,53,0.0020067691802978516
people,59,0.0029997825622558594
people,37,0.005024433135986328
people,15,0.003973722457885742
people,71,0.002996206283569336
people,57,0.0030031204223632812
people,5,0.004006147384643555
planets,49,0.0039958953857421875
planets,41,0.002995729446411133
species,4,0.002998828887939453
people,21,0.003000020980834961
planets,37,0.0040051937103271484
planets,14,0.003999948501586914
planets,52,0.002996206283569336
planets,54,0.003001689910888672
planets,17,0.004031658172607422
people,7,0.003991842269897461
people,46,0.0030012130737304688
people,44,0.003000020980834961
people,27,0.0029952526092529297
planets,60,0.004999399185180664
planets,35,0.002964496612548828
people,52,0.00299835205078125
people,42,0.003000497817993164
people,32,0.004993915557861328
planets,5,0.004001617431640625
people,28,0.0030002593994140625
people,5,0.0029952526092529297
people,40,0.00500178337097168
people,63,0.004000425338745117
planets,50,0.0030007362365722656
people,48,0.0020008087158203125
planets,11,0.0029985904693603516
planets,27,0.0039937496185302734
people,34,0.0029680728912353516
people,80,0.002999544143676758
planets,56,0.0030028820037841797
people,12,0.0050084590911865234
planets,16,0.002993345260620117
planets,36,0.002991914749145508
planets,10,0.0029981136322021484
people,53,0.00500798225402832
people,74,0.00399017333984375
planets,21,0.003998994827270508
people,1,0.0030057430267333984
planets,1,0.005011320114135742
planets,37,0.0039827823638916016
people,65,0.00299835205078125
people,19,0.0030045509338378906
planets,38,0.002996206283569336
people,11,0.0039958953857421875
people,35,0.002997875213623047
planets,6,0.002994537353515625
species,2,0.0040051937103271484
people,67,0.003998994827270508
planets,56,0.002995014190673828
planets,32,0.0030069351196289062
people,19,0.0029931068420410156
people,31,0.00401616096496582
planets,44,0.004000663757324219
people,82,0.00299072265625
people,32,0.003003835678100586
planets,57,0.0030031204223632812
planets,27,0.0050106048583984375
species,1,0.0029840469360351562
people,31,0.00299835205078125
people,4,0.003000497817993164
people,29,0.005018949508666992
planets,12,0.003984212875366211
people,40,0.0030031204223632812
planets,24,0.0029931068420410156
people,40,0.003971576690673828
people,14,0.003999233245849609
people,22,0.002994060516357422
people,81,0.0030035972595214844
people,39,0.0040130615234375
planets,16,0.003991603851318359
people,37,0.00400090217590332
people,80,0.0029985904693603516
people,74,0.004013538360595703
people,31,0.004004001617431641
species,1,0.0029942989349365234
people,25,0.003002643585205078
people,60,0.004006147384643555
people,18,0.004996538162231445
people,73,0.003000020980834961
planets,40,0.003002166748046875
people,74,0.0050127506256103516
people,15,0.00598454475402832
people,36,0.0039997100830078125
people,9,0.0029985904693603516
people,72,0.003998756408691406
planets,44,0.006003379821777344
people,54,0.003997087478637695
people,51,0.005010843276977539
people,37,0.004990577697753906
people,2,0.003999471664428711
planets,32,0.002997875213623047
people,1,0.0039980411529541016
people,46,0.00500798225402832
people,26,0.003989458084106445
people,67,0.004007577896118164
planets,36,0.004002571105957031
people,59,0.0039975643157958984
people,66,0.003000020980834961
people,12,0.00400996208190918
planets,1,0.003991842269897461
people,5,0.002996206283569336
planets,15,0.002000570297241211
people,49,0.002001523971557617
people,26,0.003000020980834961
planets,14,0.00400233268737793
people,54,0.002994537353515625
people,16,0.003000497817993164
people,33,0.003000497817993164
people,71,0.004002094268798828
planets,30,0.003993988037109375
people,18,0.0029985904693603516
people,64,0.002999544143676758
planets,6,0.004004478454589844
people,30,0.003997087478637695
people,78,0.004004955291748047
people,66,0.003994941711425781
people,48,0.003000020980834961
planets,28,0.003995180130004883
species,4,0.003993511199951172
people,82,0.004004478454589844
people,28,0.002997159957885742
people,83,0.0040209293365478516
people,13,0.0039861202239990234
planets,10,0.002996206283569336
people,53,0.0030035972595214844
people,38,0.004003286361694336
people,55,0.0040130615234375
people,3,0.003988027572631836
people,42,0.003000020980834961
people,65,0.0030083656311035156
people,46,0.003996849060058594
planets,20,0.00299835205078125
people,77,0.001995086669921875
planets,50,0.0020089149475097656
planets,50,0.0030241012573242188
planets,39,0.0030014514923095703
people,38,0.0029964447021484375
people,37,0.003000497817993164
people,8,0.0020067691802978516
people,39,0.004007101058959961
planets,1,0.003988027572631836
planets,52,0.0029990673065185547
people,68,0.0020034313201904297
people,79,0.0030024051666259766
people,74,0.003999471664428711
people,71,0.0029952526092529297
planets,34,0.0030059814453125
planets,48,0.002995014190673828
people,78,0.004000663757324219
