field,query,time
planets,24,0.9841113090515137
people,10,0.9708340167999268
species,2,0.9742364883422852
planets,43,0.9570326805114746
people,79,0.004001140594482422
people,7,0.006000041961669922
planets,37,0.003994941711425781
planets,58,0.0030248165130615234
people,78,0.003004789352416992
people,34,0.004993915557861328
planets,24,0.004000663757324219
planets,40,1.055849552154541
people,62,1.0808072090148926
people,12,0.0049877166748046875
people,16,0.003998994827270508
people,77,0.0034782886505126953
people,61,0.9725747108459473
planets,11,0.9628615379333496
people,37,0.9794631004333496
planets,52,0.0030069351196289062
planets,29,1.0809359550476074
people,40,0.003999471664428711
planets,8,0.003378152847290039
planets,45,0.9839544296264648
planets,18,0.9979913234710693
people,35,0.004005908966064453
planets,11,0.005994081497192383
people,6,1.040236234664917
people,41,0.0039937496185302734
people,13,0.005022525787353516
people,25,0.004003286361694336
people,5,0.9813597202301025
people,47,0.0039997100830078125
planets,48,0.003998517990112305
planets,1,1.0348060131072998
people,37,0.009998559951782227
planets,5,0.9748713970184326
planets,6,0.9711387157440186
planets,30,0.0040018558502197266
people,31,0.9821522235870361
planets,36,0.0030333995819091797
planets,2,0.004154205322265625
planets,57,0.003994464874267578
people,42,0.9821047782897949
people,77,0.004993915557861328
species,3,0.005995988845825195
people,75,0.00500035285949707
people,3,1.0199010372161865
planets,7,0.9812726974487305
people,45,1.0368783473968506
people,3,0.0030012130737304688
species,2,0.00400090217590332
people,74,0.0040018558502197266
people,35,0.0039882659912109375
people,14,1.0369770526885986
planets,16,0.00799703598022461
planets,31,0.0069921016693115234
people,57,0.003990888595581055
planets,7,0.006007671356201172
people,3,0.00399017333984375
people,66,0.0029969215393066406
people,13,0.005045175552368164
people,11,0.004117488861083984
planets,13,1.0087306499481201
people,11,0.004002809524536133
people,68,1.1090798377990723
people,47,0.00900125503540039
people,40,0.005990505218505859
people,61,0.004002571105957031
people,56,0.9922130107879639
planets,46,0.003993511199951172
people,18,0.0040094852447509766
people,9,0.006001472473144531
people,3,0.0033414363861083984
people,60,0.003962278366088867
planets,26,1.0045275688171387
people,44,0.005006074905395508
people,13,0.00499725341796875
people,83,0.005001544952392578
planets,11,0.005002498626708984
planets,34,0.003993034362792969
planets,19,0.9748404026031494
people,58,1.023606777191162
people,35,0.003999233245849609
people,60,0.005006074905395508
planets,42,0.003987312316894531
planets,24,0.0029976367950439453
people,7,0.00299835205078125
people,68,0.005000114440917969
planets,27,1.0642688274383545
people,4,0.006002902984619141
people,32,0.006008625030517578
people,75,0.004958152770996094
planets,60,0.003994464874267578
people,43,0.003999948501586914
planets,9,0.005023956298828125
people,75,0.004975080490112305
people,73,0.0029985904693603516
people,20,0.0029964447021484375
planets,38,0.9884579181671143
people,52,0.9948453903198242
planets,8,0.004000425338745117
planets,54,0.9907264709472656
people,67,0.003999471664428711
planets,46,0.006003379821777344
people,14,0.003991603851318359
people,5,0.0030155181884765625
people,38,0.004019260406494141
people,25,0.005033731460571289
people,68,0.0032308101654052734
people,4,0.003999233245849609
people,38,0.00500178337097168
people,37,0.0049953460693359375
planets,42,0.004002809524536133
people,21,0.9825730323791504
planets,58,0.005006313323974609
people,3,0.005002260208129883
planets,41,1.069789171218872
people,13,0.0029916763305664062
planets,53,0.004021167755126953
people,1,1.023298740386963
people,44,0.007998466491699219
people,83,0.005657672882080078
people,61,0.003997802734375
people,22,0.9754447937011719
planets,60,0.004003286361694336
people,32,0.004606008529663086
planets,8,0.004002571105957031
people,50,1.0073974132537842
people,5,0.0040013790130615234
people,35,0.006002664566040039
people,26,2.0661606788635254
people,37,0.002994537353515625
planets,36,0.00501704216003418
planets,25,0.004031181335449219
planets,21,2.6244664192199707
people,70,1.0604257583618164
planets,16,0.0029976367950439453
people,1,0.00394749641418457
planets,47,1.0185730457305908
planets,20,2.5300276279449463
planets,4,0.9661352634429932
people,18,0.004001617431640625
planets,24,0.0039980411529541016
planets,16,0.004000425338745117
people,25,0.0037012100219726562
people,70,0.0032188892364501953
planets,12,0.003999948501586914
people,53,1.0299453735351562
planets,11,0.009005069732666016
people,26,0.006984710693359375
planets,34,0.0050089359283447266
people,46,1.0301592350006104
planets,12,0.0029969215393066406
people,18,0.005002498626708984
people,42,0.003999471664428711
planets,47,0.0040433406829833984
people,6,0.003997802734375
planets,11,0.003001689910888672
planets,38,0.0040013790130615234
planets,3,0.005002737045288086
people,30,0.0039980411529541016
people,67,0.003999233245849609
people,56,0.004006385803222656
planets,32,0.003996372222900391
people,69,0.9987621307373047
planets,56,0.011031389236450195
planets,58,0.007995367050170898
planets,18,0.004984855651855469
people,68,0.004995584487915039
planets,27,0.003978729248046875
planets,21,0.004376649856567383
people,53,0.005004167556762695
people,49,1.0159978866577148
planets,3,0.0039975643157958984
planets,60,0.004008769989013672
planets,44,0.004988431930541992
people,76,1.0099666118621826
people,31,0.008998394012451172
people,15,0.005982875823974609
people,47,0.004790782928466797
planets,32,0.005005598068237305
people,10,0.003990888595581055
planets,28,0.003998517990112305
people,65,0.004000186920166016
people,68,0.00497746467590332
planets,48,0.004125118255615234
planets,5,0.004224061965942383
people,19,0.006000995635986328
planets,5,0.004994630813598633
people,48,1.0712931156158447
people,68,0.0039997100830078125
people,56,0.0050029754638671875
species,4,0.0037741661071777344
people,82,0.003996133804321289
people,54,0.0049991607666015625
people,64,0.0050048828125
planets,22,0.003992319107055664
people,67,0.0040013790130615234
people,62,0.00500941276550293
people,72,0.004990339279174805
people,19,0.004005908966064453
people,80,1.0242888927459717
people,55,1.004425287246704
people,54,0.009003400802612305
people,3,0.0059893131256103516
planets,57,0.00400543212890625
people,59,0.004019021987915039
planets,39,0.004908084869384766
people,63,0.9872925281524658
planets,3,0.0040013790130615234
planets,1,0.005003452301025391
planets,60,0.004174232482910156
planets,33,0.9991743564605713
people,34,0.004009723663330078
planets,20,0.004998207092285156
people,40,0.0050008296966552734
people,67,0.003992319107055664
people,46,0.004000425338745117
species,4,0.004004716873168945
planets,24,0.005010843276977539
people,83,0.003296375274658203
people,70,0.0029985904693603516
species,2,0.0050067901611328125
planets,38,0.00499415397644043
people,15,0.002997875213623047
people,52,0.003000974655151367
people,24,0.0050160884857177734
planets,5,0.003998279571533203
people,74,0.003997087478637695
people,50,0.003996372222900391
planets,45,0.006020069122314453
planets,26,0.002989053726196289
planets,49,1.4799461364746094
people,8,1.0380713939666748
people,4,0.0030045509338378906
planets,28,0.003000974655151367
people,1,0.004001617431640625
people,45,0.0040013790130615234
people,76,0.004064798355102539
planets,32,0.003504514694213867
planets,5,0.0029981136322021484
planets,30,0.003995418548583984
people,60,0.004000425338745117
people,18,0.0049893856048583984
people,27,1.0257163047790527
people,78,0.007982015609741211
people,35,0.00701141357421875
species,2,0.0060329437255859375
planets,20,0.004987478256225586
people,52,0.0039980411529541016
people,27,0.004006147384643555
people,12,0.004996538162231445
planets,46,0.003001689910888672
people,55,0.0039975643157958984
people,8,0.0050106048583984375
people,3,0.0041217803955078125
planets,27,0.0029954910278320312
planets,5,0.0030260086059570312
people,60,0.004000425338745117
people,61,0.003990650177001953
people,79,0.0039975643157958984
planets,11,0.0040018558502197266
people,13,0.0050048828125
planets,16,0.00399327278137207
planets,58,0.004001617431640625
people,47,0.0039937496185302734
planets,54,0.00398707389831543
people,58,0.0029866695404052734
people,69,0.003999948501586914
people,34,0.004034757614135742
planets,20,0.003589153289794922
planets,23,1.0144412517547607
people,47,0.0059871673583984375
people,19,0.005997657775878906
people,8,0.003993034362792969
people,52,0.0038988590240478516
people,45,0.004000425338745117
species,4,0.006012916564941406
people,21,0.003984928131103516
species,4,0.003998517990112305
planets,21,0.00500178337097168
people,50,0.003998756408691406
planets,29,0.004011392593383789
planets,15,0.0039997100830078125
people,13,0.0039975643157958984
planets,9,0.0029985904693603516
people,55,0.004001617431640625
people,47,0.005000114440917969
people,31,0.004981040954589844
people,22,0.004001140594482422
people,20,0.003996610641479492
planets,1,0.006007194519042969
people,1,0.003998756408691406
people,2,0.0040035247802734375
people,51,1.0090670585632324
planets,57,0.004050731658935547
planets,22,0.005010128021240234
planets,35,0.00497889518737793
planets,34,0.00399327278137207
people,83,0.0037822723388671875
planets,19,0.004079341888427734
planets,22,0.005280494689941406
planets,12,0.00380706787109375
planets,53,0.004002809524536133
planets,53,0.006006717681884766
people,68,0.004996299743652344
people,12,0.003993988037109375
planets,51,1.0472073554992676
people,38,0.008996963500976562
planets,15,0.0069959163665771484
planets,22,0.003987550735473633
planets,2,0.006649494171142578
people,74,0.0039942264556884766
people,81,1.0276174545288086
planets,35,0.008976221084594727
planets,10,0.0059967041015625
people,37,0.004983186721801758
planets,26,0.004004478454589844
planets,54,0.006009817123413086
people,80,0.004988431930541992
people,83,0.003998279571533203
people,53,0.004010677337646484
planets,55,0.004998207092285156
planets,18,0.003997802734375
people,26,0.0040018558502197266
people,43,0.004996776580810547
planets,12,0.003993511199951172
people,63,0.004002094268798828
planets,48,0.00400543212890625
planets,15,0.005994081497192383
people,60,0.003015279769897461
people,62,0.0030181407928466797
planets,17,0.005001544952392578
planets,5,0.005002498626708984
planets,15,0.003995180130004883
species,3,0.004006624221801758
people,49,0.0050029754638671875
planets,14,1.01861572265625
planets,44,0.007979869842529297
people,49,0.007001161575317383
planets,4,0.003991365432739258
people,81,0.004001617431640625
people,64,0.005994319915771484
people,46,0.0040035247802734375
people,68,0.003996610641479492
people,13,0.006003618240356445
planets,2,0.00399327278137207
people,42,0.0040323734283447266
people,45,0.004998207092285156
planets,11,0.005002737045288086
people,66,0.00400233268737793
planets,51,0.003996372222900391
planets,38,0.005003213882446289
people,34,0.003997802734375
planets,15,0.004000425338745117
people,13,0.005017280578613281
planets,46,0.005982398986816406
people,34,0.003998994827270508
people,75,0.005001544952392578
planets,21,0.00599360466003418
species,3,0.003997325897216797
people,9,0.004004478454589844
people,37,0.0059986114501953125
people,58,0.004996538162231445
people,6,0.004000186920166016
planets,52,0.004006862640380859
people,23,0.004975557327270508
people,55,0.003993511199951172
planets,49,0.004003286361694336
people,11,0.005009651184082031
planets,13,0.004988193511962891
planets,47,0.0039980411529541016
planets,36,0.004006147384643555
planets,7,0.004991054534912109
planets,58,0.004001617431640625
planets,41,0.0030014514923095703
people,48,0.004011631011962891
planets,16,0.003994941711425781
planets,41,0.0029990673065185547
people,70,0.004001140594482422
planets,55,0.006010293960571289
planets,29,0.0030264854431152344
people,67,0.003997802734375
people,75,0.005005598068237305
species,1,0.003999233245849609
planets,54,0.004002094268798828
people,33,0.00400233268737793
planets,42,0.004996299743652344
planets,52,0.003998994827270508
planets,14,0.004004240036010742
people,24,0.005034685134887695
people,64,0.003964900970458984
planets,41,0.0040018558502197266
planets,4,0.0029993057250976562
people,12,0.00700068473815918
people,34,0.002984285354614258
planets,50,1.0684702396392822
people,23,0.004007101058959961
people,81,0.0052907466888427734
planets,39,0.003990888595581055
species,2,0.002997875213623047
planets,40,0.004004240036010742
planets,43,0.005019664764404297
people,27,0.0035715103149414062
planets,21,0.0029959678649902344
planets,38,0.004004240036010742
planets,48,0.004994630813598633
people,24,0.003998994827270508
planets,32,0.004007577896118164
species,3,0.005011558532714844
people,39,0.003983497619628906
species,1,0.0029926300048828125
planets,13,0.003996133804321289
people,32,0.005004405975341797
people,19,0.0029823780059814453
people,43,0.002996206283569336
people,42,0.005015134811401367
people,13,0.0049855709075927734
people,56,0.004000186920166016
people,23,0.004006147384643555
planets,54,0.005048036575317383
species,1,0.0049479007720947266
people,78,0.004003286361694336
people,70,0.004000663757324219
planets,36,0.005997896194458008
people,33,0.004000186920166016
people,41,0.003031015396118164
people,39,0.003996372222900391
planets,33,0.004356861114501953
people,50,0.0029954910278320312
people,21,0.003000974655151367
planets,48,0.003991842269897461
people,37,0.0037508010864257812
species,2,0.004052639007568359
people,62,0.0050122737884521484
planets,43,0.004990577697753906
planets,55,0.003996849060058594
people,51,0.0035903453826904297
planets,57,0.0040073394775390625
planets,54,0.0038819313049316406
people,3,0.003002643585205078
people,62,0.00400090217590332
planets,2,0.005017757415771484
people,65,0.004982709884643555
people,21,0.003995180130004883
planets,14,0.0040149688720703125
people,65,0.004987239837646484
people,82,0.0040013790130615234
planets,58,0.004001140594482422
people,9,0.004002571105957031
people,73,0.0049991607666015625
people,50,0.0039937496185302734
people,69,0.0040035247802734375
planets,29,0.003997087478637695
people,7,0.005004405975341797
people,62,0.003999233245849609
people,81,0.0040035247802734375
species,1,0.004996061325073242
people,28,0.9982132911682129
people,13,0.0039975643157958984
planets,49,0.005036354064941406
people,27,0.0040018558502197266
people,57,0.004994869232177734
planets,57,0.0039975643157958984
species,3,0.003999233245849609
planets,40,0.005002498626708984
people,57,0.004529714584350586
people,7,0.0028853416442871094
people,54,0.0029993057250976562
people,80,0.004004001617431641
planets,19,0.0039920806884765625
people,43,0.002999544143676758
people,72,0.00400233268737793
people,77,0.003988742828369141
planets,14,0.003993034362792969
people,41,0.003999471664428711
people,25,0.005006074905395508
people,25,0.004994392395019531
planets,7,0.003998279571533203
people,40,0.0043108463287353516
people,44,0.005495309829711914
people,16,0.004346370697021484
planets,5,0.0034742355346679688
people,3,0.004999876022338867
planets,19,0.005324363708496094
people,51,0.003995418548583984
planets,20,0.004004240036010742
people,29,1.0395448207855225
planets,59,0.9965403079986572
people,81,0.005990505218505859
people,75,0.003995418548583984
planets,44,0.003998756408691406
people,80,0.0042002201080322266
planets,52,0.003998756408691406
planets,17,0.0040018558502197266
planets,32,0.0050029754638671875
planets,56,0.004025936126708984
people,46,0.003032684326171875
people,67,0.004006147384643555
people,4,0.005005359649658203
people,16,0.003996849060058594
people,33,0.0040056705474853516
people,76,0.003999233245849609
people,7,0.00600433349609375
people,33,0.003995418548583984
people,49,0.004007816314697266
people,6,0.003992319107055664
people,15,0.00400090217590332
planets,59,0.003998756408691406
people,73,0.0039997100830078125
people,27,0.00602269172668457
planets,25,0.002994060516357422
people,18,0.0029985904693603516
planets,54,0.0050048828125
planets,12,0.003997325897216797
people,29,0.003000497817993164
people,18,0.0040013790130615234
people,11,0.0050067901611328125
planets,28,0.003993034362792969
people,35,0.003998517990112305
people,67,0.0050356388092041016
people,62,0.002989053726196289
planets,58,0.0030035972595214844
planets,27,0.0029976367950439453
planets,40,0.004007577896118164
people,62,0.003994464874267578
planets,50,0.0029954910278320312
people,73,0.0030002593994140625
planets,28,0.0030012130737304688
people,18,0.004998922348022461
people,74,0.002992868423461914
planets,34,0.0029997825622558594
people,59,0.0029997825622558594
people,27,0.005033969879150391
people,35,0.003973484039306641
people,26,0.002997159957885742
people,38,0.001997709274291992
people,34,0.0030028820037841797
planets,34,0.005006313323974609
planets,13,0.003995180130004883
people,24,0.0029942989349365234
people,71,0.9912705421447754
people,42,0.005646705627441406
people,24,0.0050008296966552734
people,81,0.005009174346923828
people,39,0.0060024261474609375
planets,25,0.0034637451171875
species,3,0.004008769989013672
people,30,0.004995584487915039
planets,53,0.003993511199951172
people,39,0.004000425338745117
planets,20,0.003715038299560547
planets,32,0.003980159759521484
people,14,0.003999233245849609
people,58,0.004000663757324219
planets,52,0.0050127506256103516
people,2,0.0035445690155029297
planets,55,0.0029990673065185547
planets,10,0.005005836486816406
planets,56,0.004994869232177734
people,57,0.004000186920166016
people,71,0.003998756408691406
people,56,0.005051374435424805
people,25,0.00399470329284668
planets,20,0.004000186920166016
people,58,0.0040051937103271484
planets,29,0.004996538162231445
people,5,0.0050008296966552734
planets,57,0.003991603851318359
planets,58,0.004004240036010742
people,11,0.00393223762512207
people,69,0.0030319690704345703
people,49,0.0029993057250976562
people,82,0.003998279571533203
people,40,0.0041730403900146484
people,74,0.003726482391357422
people,78,0.003004312515258789
species,3,0.0044062137603759766
planets,9,0.003995180130004883
people,51,0.004001617431640625
people,72,0.004007816314697266
planets,27,0.004992246627807617
people,24,0.005002021789550781
people,24,0.003117799758911133
planets,26,0.004003286361694336
people,18,0.0039556026458740234
planets,26,0.003002643585205078
people,47,0.0029981136322021484
people,2,0.005028247833251953
people,61,0.004970550537109375
people,56,0.003998279571533203
people,64,0.0040094852447509766
people,28,0.004998207092285156
planets,9,0.003991842269897461
planets,22,0.002994537353515625
people,64,0.00400853157043457
people,24,0.003997325897216797
people,14,0.0039882659912109375
people,65,0.00299835205078125
people,63,0.0040018558502197266
people,3,0.0050106048583984375
planets,44,0.003988027572631836
people,55,0.0033371448516845703
people,43,0.004000663757324219
planets,14,0.005183219909667969
planets,56,0.0029985904693603516
planets,59,0.0040013790130615234
planets,25,0.004007577896118164
people,2,0.0049932003021240234
planets,33,0.004002094268798828
planets,26,0.003997325897216797
people,41,0.0057430267333984375
people,46,0.004092693328857422
people,56,0.0036504268646240234
planets,20,0.0051081180572509766
planets,37,0.0030303001403808594
planets,41,0.004014015197753906
planets,5,0.004985809326171875
planets,15,0.003997087478637695
planets,47,0.00400090217590332
planets,56,0.00500178337097168
people,72,0.004999399185180664
people,3,0.0039980411529541016
people,26,0.004003047943115234
planets,9,0.0050008296966552734
people,59,0.004990339279174805
people,42,0.003997325897216797
people,16,0.004000425338745117
planets,13,0.00400090217590332
people,47,0.006001949310302734
planets,18,0.007000923156738281
people,34,0.003993034362792969
people,21,0.004001140594482422
people,58,0.004000663757324219
people,59,0.005005836486816406
people,74,0.003995656967163086
people,69,0.004002571105957031
planets,6,0.003998517990112305
planets,34,0.004992008209228516
people,81,0.003995656967163086
planets,42,0.0040111541748046875
people,10,0.005020618438720703
planets,59,0.004991054534912109
people,36,1.0389161109924316
people,46,0.004534482955932617
planets,8,0.0055027008056640625
planets,14,0.003715991973876953
people,37,0.005006074905395508
planets,49,0.005034208297729492
people,16,0.0039958953857421875
people,57,0.004003286361694336
planets,57,0.004003286361694336
people,2,0.004593372344970703
people,33,0.004004955291748047
people,81,0.004008054733276367
planets,10,0.0049932003021240234
planets,44,0.00403285026550293
planets,15,0.00400090217590332
people,53,0.004995584487915039
people,47,0.0050029754638671875
planets,2,0.004023551940917969
people,41,0.003972291946411133
species,2,0.005053281784057617
people,61,0.004039764404296875
planets,42,0.003006458282470703
planets,56,0.0040013790130615234
people,56,0.005019426345825195
people,36,0.0029993057250976562
people,64,0.0030264854431152344
people,44,0.0038390159606933594
people,53,0.004998922348022461
people,72,0.0030367374420166016
people,43,0.004003763198852539
people,80,0.004039764404296875
people,38,0.004033088684082031
planets,8,0.003020048141479492
people,62,0.00400233268737793
planets,9,0.004998922348022461
people,20,0.00402379035949707
people,34,0.003975629806518555
people,47,0.005005359649658203
planets,58,0.004014015197753906
planets,34,0.003970623016357422
people,59,0.004008293151855469
people,53,0.005011081695556641
planets,5,0.004865169525146484
planets,3,0.003888368606567383
species,4,0.003973960876464844
people,80,0.005126237869262695
planets,15,0.0030739307403564453
planets,9,0.004003763198852539
planets,59,0.005001068115234375
people,30,0.004994392395019531
people,21,0.004151105880737305
people,21,0.004499673843383789
people,48,0.005077838897705078
people,75,0.004175662994384766
people,67,0.003997087478637695
people,9,0.0050008296966552734
people,28,0.004023551940917969
people,18,0.003999233245849609
people,4,0.003966331481933594
planets,13,0.004997968673706055
people,63,0.003993034362792969
planets,1,0.004027366638183594
people,45,0.004971742630004883
people,30,0.006003618240356445
people,38,0.003996133804321289
planets,23,0.004007101058959961
planets,13,0.004004716873168945
planets,4,0.0040247440338134766
people,35,0.003033161163330078
people,51,0.002997875213623047
people,15,0.003989458084106445
people,39,0.0030350685119628906
people,35,0.002997159957885742
planets,58,0.004004955291748047
people,47,0.005007266998291016
people,33,0.0039920806884765625
planets,34,0.0029985904693603516
planets,18,0.003997802734375
planets,47,0.005039215087890625
people,6,0.0037772655487060547
people,42,0.003934621810913086
people,29,0.0046160221099853516
planets,54,0.004411220550537109
people,64,0.003997802734375
people,10,0.003002166748046875
planets,39,0.004004240036010742
species,1,0.005000591278076172
planets,32,0.0039942264556884766
people,4,0.0030362606048583984
planets,25,0.003998517990112305
planets,43,0.005015373229980469
people,27,0.0029883384704589844
people,18,0.0030150413513183594
people,39,0.003987789154052734
planets,24,0.004001617431640625
people,10,0.0030241012573242188
people,41,0.0029735565185546875
people,40,0.004000425338745117
people,20,0.0040357112884521484
planets,17,0.003021717071533203
people,20,0.003968954086303711
people,28,0.004002809524536133
people,5,0.004029035568237305
people,42,0.002994060516357422
planets,25,0.0030007362365722656
planets,11,0.0049991607666015625
people,63,0.0039997100830078125
people,71,0.004008293151855469
planets,3,0.005002498626708984
planets,49,0.004988908767700195
planets,47,0.00299835205078125
planets,41,0.003861665725708008
planets,14,0.003484487533569336
planets,23,0.004001617431640625
planets,53,0.004656553268432617
people,13,0.003979206085205078
planets,9,0.005813121795654297
planets,15,0.005280733108520508
planets,45,0.00301361083984375
planets,31,0.0029990673065185547
planets,50,0.007006406784057617
planets,15,0.003995418548583984
planets,53,0.003997087478637695
people,59,0.0050160884857177734
people,37,0.003992795944213867
people,15,0.003034353256225586
people,71,0.0029668807983398438
people,57,0.0040051937103271484
people,5,0.003991603851318359
planets,49,0.002998828887939453
planets,41,0.0029997825622558594
species,4,0.0040094852447509766
people,21,0.004998683929443359
planets,37,0.002991914749145508
planets,14,0.003000020980834961
planets,52,0.003000497817993164
planets,54,0.005007743835449219
planets,17,0.003992795944213867
people,7,0.0029990673065185547
people,46,0.0029997825622558594
people,44,0.0030024051666259766
people,27,0.0039975643157958984
planets,60,0.003996849060058594
planets,35,0.003000020980834961
people,52,0.0029997825622558594
people,42,0.0040056705474853516
people,32,0.00499725341796875
planets,5,0.0029976367950439453
people,28,0.0029993057250976562
people,5,0.0030007362365722656
people,40,0.003999948501586914
people,63,0.003997087478637695
planets,50,0.003001689910888672
people,48,0.003000020980834961
planets,11,0.0040051937103271484
planets,27,0.004001617431640625
people,34,0.0029916763305664062
people,80,0.002996683120727539
planets,56,0.003000020980834961
people,12,0.005030155181884766
planets,16,0.003969907760620117
planets,36,0.003998279571533203
planets,10,0.0029976367950439453
people,53,0.0049991607666015625
people,74,0.0039942264556884766
planets,21,0.003000974655151367
people,1,0.002997159957885742
planets,1,0.006005048751831055
planets,37,0.002995014190673828
people,65,0.0030019283294677734
people,19,0.002997159957885742
planets,38,0.005011320114135742
people,11,0.0039920806884765625
people,35,0.003997325897216797
planets,6,0.003004789352416992
species,2,0.005008697509765625
people,67,0.003994464874267578
planets,56,0.002999544143676758
planets,32,0.002998828887939453
people,19,0.004003763198852539
people,31,0.003996610641479492
planets,44,0.0029976367950439453
people,82,0.0029969215393066406
people,32,0.004004955291748047
planets,57,0.005002260208129883
planets,27,0.00399327278137207
species,1,0.002999544143676758
people,31,0.003000020980834961
people,4,0.004998445510864258
people,29,0.004004478454589844
planets,12,0.002995014190673828
people,40,0.0030002593994140625
planets,24,0.004006385803222656
people,40,0.002990245819091797
people,14,0.0029990673065185547
people,22,0.0029959678649902344
people,81,0.004004716873168945
people,39,0.004999399185180664
planets,16,0.0029954910278320312
people,37,0.0030050277709960938
people,80,0.0040035247802734375
people,74,0.0059931278228759766
people,31,0.002996683120727539
species,1,0.004000425338745117
people,25,0.005005598068237305
people,60,0.003993034362792969
people,18,0.002999544143676758
people,73,0.0029990673065185547
planets,40,0.00400853157043457
people,74,0.004984617233276367
people,15,0.0029981136322021484
people,36,0.003005504608154297
people,9,0.0040149688720703125
people,72,0.00399017333984375
planets,44,0.003003358840942383
people,54,0.0029981136322021484
people,51,0.0050046443939208984
people,37,0.0039825439453125
people,2,0.003000497817993164
planets,32,0.002999544143676758
people,1,0.004003763198852539
people,46,0.004998922348022461
people,26,0.004000663757324219
people,67,0.002998828887939453
planets,36,0.0040149688720703125
people,59,0.004983425140380859
people,66,0.003999948501586914
people,12,0.002999544143676758
planets,1,0.002996683120727539
people,5,0.0050280094146728516
planets,15,0.003973722457885742
people,49,0.0029997825622558594
people,26,0.002999544143676758
planets,14,0.0050373077392578125
people,54,0.00399017333984375
people,16,0.003992557525634766
people,33,0.003998756408691406
people,71,0.006006956100463867
planets,30,0.003992795944213867
people,18,0.0029993057250976562
people,64,0.009985208511352539
planets,6,0.003999233245849609
people,30,0.004000663757324219
people,78,0.005010128021240234
people,66,0.0039937496185302734
people,48,0.003997802734375
planets,28,0.00500178337097168
species,4,0.004989147186279297
people,82,0.003000974655151367
people,28,0.0030014514923095703
people,83,0.0060100555419921875
people,13,0.004003047943115234
planets,10,0.002998828887939453
people,53,0.004003286361694336
people,38,0.0050127506256103516
people,55,0.002980470657348633
people,3,0.0030002593994140625
people,42,0.003001689910888672
people,65,0.004995822906494141
people,46,0.002995729446411133
planets,20,0.003000020980834961
people,77,0.003002643585205078
planets,50,0.004002571105957031
planets,50,0.0029926300048828125
planets,39,0.0019979476928710938
people,38,0.0020020008087158203
people,37,0.003002166748046875
people,8,0.005000591278076172
people,39,0.002992868423461914
planets,1,0.001997709274291992
planets,52,0.0019996166229248047
people,68,0.004008054733276367
people,79,0.0029969215393066406
people,74,0.0029993057250976562
people,71,0.001999378204345703
planets,34,0.0029981136322021484
